player_id,first_name,last_name,birth_date,current_team_id,total_minutes,age,low_sample
340019,Gerson,Santos da Silva,1997-05-20,3158,903.0,20.199863107460644,True
135561,Florian,Grillitsch,1995-08-07,2482,1892.0,21.984941820670773,False
372915,Amine,Harit,1997-06-18,2449,2052.0,20.12046543463381,False
471348,Weston ,McKennie,1998-08-28,2449,1202.0,18.92676249144421,True
356903,Salih,\u00d6zcan,1998-01-11,2463,1671.0,19.55373032169747,True
413737,Santiago Lionel,Ascac\u00edbar,1997-02-25,2445,2414.0,20.42984257357974,False
302600,Suat,Serdar,1997-04-11,2460,1698.0,20.306639288158795,True
367621,Dennis,Geiger,1998-06-10,2482,1594.0,19.143052703627653,True
364644,Assane,Diouss\u00e9 El Hadji,1997-09-20,3782,1349.0,19.863107460643395,True
263802,Youri,Tielemans,1997-05-07,19830,1565.0,20.23545516769336,True
273819,Miguel \u00c2ngelo,da Silva Rocha,1994-11-10,3804,1409.0,22.72416153319644,True
235555,Ruben,Loftus-Cheek,1996-01-23,1610,1875.0,21.522245037645447,False
28291,Tiemou\u00e9,Bakayoko,1994-08-17,3157,2183.0,22.95687885010267,False
364005,Federico Santiago,Valverde Dipetta,1998-07-22,677,1228.0,19.028062970568104,True
134508,Seko,Fofana,1995-05-07,3163,1913.0,22.236824093086927,False
333571,Lucas,Torreira Di Pascua,1996-02-11,1609,3184.0,21.470225872689937,False
360992,Denis Lemi,Zakaria Lako Lado,1996-11-20,2454,2307.0,20.695414099931558,False
404219,Micka\u00ebl,Cuisance,1999-08-16,2454,1194.0,17.960301163586585,True
327009,Walace,Souza Silva,1995-04-04,2450,1325.0,22.327173169062284,True
356237,Giovani,Lo Celso,1996-04-09,3767,1767.0,21.31143052703628,True
280115,Maxime,Lopez,1997-12-04,3771,1373.0,19.65776865160849,True
366401,Andr\u00e9-Frank,Zambo Anguissa,1995-11-16,3771,2435.0,21.70841889117043,False
257750,Thiago,Maia Alencar,1997-03-23,3776,2529.0,20.358658453114305,False
375001,Ibrahim,Sangar\u00e9,1997-12-02,3780,1590.0,19.66324435318275,True
253333,Alexis,Blin,1996-09-16,3780,1883.0,20.87337440109514,False
275243,Sa\u00eef-Eddine,Khaoui,1995-04-27,3771,1959.0,22.26420260095825,False
293686,Jacob,Murphy,1995-02-24,1613,1143.0,22.43394934976044,True
134294,Isaac,Hayden,1995-03-22,1613,1372.0,22.362765229295004,True
353236,Tom,Davies,1998-06-30,1623,1903.0,19.08829568788501,False
302518,Lewis,Cook,1997-02-03,1659,2238.0,20.490075290896645,False
302550,Brais,M\u00e9ndez Portela,1997-01-07,692,952.0,20.56399726214921,True
240445,Andreas,Hoelgebaum Pereira,1996-01-01,674,1079.0,21.582477754962355,True
286448,Mauro Wilney,Arambarri Rosa,1995-09-30,698,2200.0,21.83709787816564,False
265865,Sergej,Milinkovi\u0107-Savi\u0107,1995-02-27,3162,2848.0,22.42573579739904,False
286223,Nicol\u00f2,Barella,1997-02-07,3173,2966.0,20.47912388774812,False
278813,Samuel,Bastien,1996-09-26,3165,1406.0,20.84599589322382,True
256478,Danilo,Cataldi,1994-08-06,3219,2313.0,22.98699520876112,False
265172,Anton\u00edn,Bar\u00e1k,1994-12-03,3163,2715.0,22.6611909650924,False
134435,Alberto,Grassi,1995-03-07,3204,2257.0,22.403832991101982,False
246063,Stefano,Sensi,1995-08-05,3315,1036.0,21.99041752224504,True
224677,Julian,Weigl,1995-09-08,2447,1941.0,21.897330595482547,False
134387,Leon ,Goretzka,1995-02-06,2444,1982.0,22.48323066392881,False
136011,Mijat,Ga\u0107inovi\u0107,1995-02-08,2462,1819.0,22.477754962354556,False
208089,Iver,Fossum,1996-07-15,2455,1305.0,21.045859000684462,True
272440,Maximilian,Eggestein,1996-12-08,2443,2700.0,20.64613278576317,False
279734,Vincent,Koziello,1995-10-28,2463,1598.0,21.760438056125945,True
272363,Mahmoud,Dahoud,1996-01-01,2447,1139.0,21.582477754962355,True
209117,Adrien,Rabiot,1995-04-03,3767,2366.0,22.32991101984942,False
274344,Baptiste,Santamaria,1995-03-09,3799,2598.0,22.39835728952772,False
294695,Tanguy,Ndomb\u00e8l\u00e9 Alvaro,1996-12-28,3766,2600.0,20.591375770020534,False
228983,Wylan,Cyprien,1995-01-28,3775,946.0,22.50787132101301,True
246946,Ellyes,Skhiri,1995-05-10,3787,3052.0,22.22861054072553,False
340920,Ludovic,Blas,1997-12-31,3785,1809.0,19.58384668035592,False
256706,Lebogang,Phiri,1994-11-09,3785,1020.0,22.72689938398357,True
149053,R\u00e9mi,Walter,1995-04-26,3795,1490.0,22.26694045174538,True
